activo_corriente;capital_invertido;gastos_por_prestamos;deudas_corto_plazo;patrimonio_empresa;provincia;ganancia_operativa;total_activo;deudas_largo_plazo;total_pasivo_y_patrimonio;numero_empleados;ventas_netas;canal_principal;cantidad_canales_venta;publicidad;vende_por_catalogo;vende_con_comisionistas;vende_a_domicilio;vende_en_linea;vende_en_ferias;vende_en_maquinas_venta;vende_en_tienda;otros_medios_venta;vende_por_telefono;uso_de_software;sobrevive_2años
4602088;900000;1500954;937897;4934022;1501;0;5871919;0;5871919;9;8806982;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
8158540.75;2478552.625;365362;4561212;5865724.375;1501;13374;11533479.75;460772.5;11533479.75;11;4949609;1;2;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
6408956;2478552.625;2201444;2117962;1959545;1501;326647.5;6862935;460772.5;6862935;23;8521475;1;2;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
3544881;1344622;1035008;808213;858780;1501;5282;3606359;460772.5;3606359;14;3980761;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
4842972;29423;613811;2892722;2252903;1501;2;5274317;128692;5274317;8;7863958;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2027161;90001;1848833;1113892;3949470;1501;326647.5;5067663;4301;5067663;8;7087004;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
8158540.75;1076427;2547584;1009617;5865724.375;1501;326647.5;11533479.75;460772.5;11533479.75;19;7185865;1;3;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE
2659414;1778940;382369;5277292.25;5865724.375;1501;326647.5;11533479.75;0;11533479.75;13;382369;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
8158540.75;2478552.625;3264778;5277292.25;5865724.375;1501;0;11533479.75;460772.5;11533479.75;24;8595488;8;4;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
8158540.75;2478552.625;3281143.25;5277292.25;5865724.375;1501;326647.5;11533479.75;178472;11533479.75;14;7821122;8;4;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
8158540.75;2478552.625;3281143.25;5277292.25;5865724.375;1501;326647.5;11533479.75;460772.5;11533479.75;34;8068688;8;4;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
3577390;500;914687;672544;5865724.375;1501;147403;6807558;0;6807558;12;9063211;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
8158540.75;2478552.625;3281143.25;5217723;5865724.375;1501;326647.5;11533479.75;460772.5;11533479.75;10;8612916;9;3;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE
8158540.75;2478552.625;3281143.25;5277292.25;5865724.375;1501;326647.5;11533479.75;0;11533479.75;16;7537450;9;2;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
4976141;1200400;1683397;5277292.25;3916142;1501;14414;9742189;0;9742189;3;8818123;6;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
4856171;2478552.625;1220868;0;2881187;1501;0;6078831;460772.5;6078831;13;5039001;1;4;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
2249829;2478552.625;626863;129297;1537003;1501;326647.5;3346300;460772.5;3346300;17;6996793;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
611935;650000;955707;167175;2150121;1501;193680;2329222;11926;2329222;20;7794837;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
2621561;413371;2752048;3938200;2827228;1501;326647.5;6765428;0;6765428;2;7210927;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
6242014;413569;3281143.25;1608207;5095230;1501;326647.5;6703437;0;6703437;10;8944584;9;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
3740045;1541837;1372244;2674801;2044497;1501;44764;4804643;85345;4804643;24;6748884;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
416348;536444;507237;826108;779892;1501;63314;1606000;0;1606000;9;8387056;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
5662801;2478552.625;1588858;5124601;5865724.375;1501;0;11533479.75;460772.5;11533479.75;20;6785631;1;4;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
7586670;2006105;3281143.25;4547384;5865724.375;1501;0;11533479.75;460772.5;11533479.75;70;7584261;1;3;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
2151184;1118270;663350;339977;2575950;1501;169982;2915927;0;2915927;20;7126556;9;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
965173;121800;790833;17724;1462164;1501;289093;1493151;13263;1493151;8;8988482;7;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
965173;121800;790833;17724;1462164;1501;0;1493151;13263;1493151;14;8988482;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
4517690;1230795;2080200;1336429;5865724.375;1501;326647.5;10656561;26559;10656561;13;5191475;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
2181802;800000;979404;2651296;1186141;1501;299231;3837437;0;3837437;9;8025734;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
1129047;300000;2187672;598697;924104;1501;144468;2347362;460772.5;2347362;21;7180808;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
7349574;2097580;2743399;5277292.25;3917258;1501;24;9340267;0;9340267;9;4838153;9;1;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1658921;1344722;1092416;273796;1619486;1501;96884;1893282;0;1893282;16;6776259;7;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE
1189894;1743662;700388;640278;2592896;1501;0;3233174;0;3233174;12;5793579;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
7116157;2478552.625;2117926;2632655;5040920;1501;326647.5;7673575;0;7673575;27;7322142;1;4;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE
7116157;2478552.625;2117926;2632655;5040920;1501;70484;7673575;0;7673575;27;7322142;0;0;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE
8158540.75;202639;1995730;558158;5865724.375;1501;326647.5;11533479.75;0;11533479.75;7;7446580;5;3;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE
8158540.75;202639;1446606;257008;5865724.375;1501;23154;11533479.75;0;11533479.75;10;6817163;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
4850644;2478552.625;1956887;515095;5502194;1501;326647.5;7490308;460772.5;7490308;3;8402468;7;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE
4731886;710980;2633538;3237285;1874894;1501;280412;5112179;0;5112179;35;8190562;4;4;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
3058394;2478552.625;3281143.25;4262749;2766282;1501;326647.5;10689445;460772.5;10689445;13;7076026;6;2;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
6378737;807322;415747;4615;2957004;1501;0;6858651;460772.5;6858651;3;5471409;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2280250;31064;666418;339236;2013002;1501;0;2352238;0;2352238;9;2797516;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
4291469;1996000;3281143.25;567643;4212007;1501;13606;4866381;86731;4866381;40;7854901;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
1201246;1635563;1295245;1386183;3775012;1501;48930;5161195;0;5161195;10;5910743;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
1377229;774180;1314614;826284;1207697;1501;446;2033981;0;2033981;21;8214193;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
3985841;1653319;635223;277267;5683725;1501;326647.5;6295709;334717;6295709;4;7060728;7;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE
2265183;558773;1198225;885987;1741585;1501;326647.5;2627572;0;2627572;3;6897787;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
8158540.75;140509;751558;107432;5865724.375;1501;0;10852995;0;10852995;10;6719716;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2820004;1032613;1423949;1591499;3141063;1501;326647.5;4732562;0;4732562;2;7648661;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
2820004;1032613;1423949;1591499;3141063;1501;2336;4732562;0;4732562;15;7648661;0;0;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
1097166;156232;449778;111493;1706921;1501;0;1819882;1468;1819882;7;3477521;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
2389350;1506118;2273541;179126;3675670;1501;164494;3900982;46186;3900982;20;8579451;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
8158540.75;2478552.625;3281143.25;4481940;2582379;1501;326647.5;11533479.75;460772.5;11533479.75;14;5866731;3;2;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
4296161;1;694758;1385720;2913582;1501;0;4299302;0;4299302;5;7943611;1;3;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
8158540.75;2478552.625;3281143.25;5277292.25;2174867;1501;0;11533479.75;0;11533479.75;66;6433188;9;3;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
8158540.75;2478552.625;1764724;5277292.25;0;1501;209251;11381654;0;11381654;100;2467833;6;4;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE
2104749;2478552.625;2519209;5277292.25;0;1501;326647.5;11533479.75;460772.5;11533479.75;4;6577781;9;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
2258474;415512;810574;163883;96580;1501;0;2402163;460772.5;2402163;8;7008439;2;2;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1172294;372312;596638;1516328;0;1501;0;1322458;0;1322458;15;4631629;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
1785630;2478552.625;1031566;2181296;0;1501;9829;1795260;0;1795260;5;5136515;5;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
628616;88273;513111;580560;2897900;1501;71454;3483460;5000;3483460;7;8994210;9;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
1383354;20000;235392;1360529;616373;1501;0;1976902;0;1976902;3;3733303;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
3380096;1636000;1239731;3961109;5865724.375;1501;221096;11533479.75;224769;11533479.75;12;7660563;5;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
4156391;1518725;2499775;4698361;3427129;1501;30076;8608654;460772.5;8608654;65;7578596;4;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
1071559;500000;594478;32900;1403501;1501;0;1436401;0;1436401;8;7316883;2;1;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
643791;152557;643650;506313;712924;1501;0;1219237;0;1219237;9;4803986;7;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
5567682;2478552.625;2655167;5277292.25;0;1501;34;8062891;460772.5;8062891;14;3678545;1;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
8158540.75;2478552.625;3281143.25;5277292.25;5865724.375;1501;326647.5;11533479.75;0;11533479.75;18;8257904;1;5;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
8158540.75;2478552.625;1683596;2513385;5865724.375;1501;326647.5;11533479.75;0;11533479.75;2;3052155;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1045157;564700;994348;77605;1308504;1501;326647.5;1386109;0;1386109;4;6950131;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
1511428;2200000;1843274;84813;3109264;1501;270436;3302988;108911;3302988;14;6916400;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
1121228;46822;276883;32819;1201149;1501;10;1233968;0;1233968;6;2205508;7;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE
2761376;1000000;1666198;1306170;2256098;1501;326647.5;3725000;162732;3725000;16;7996347;9;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
2397452;1000000;1179369;1019073;2264926;1501;69748;3283999;0;3283999;5;8028496;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
1842772;315631;1337853;2002662;1850448;1501;0;3853110;0;3853110;42;7732863;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
1842772;1848200;1337853;2002662;1850448;1501;0;3853110;0;3853110;42;7732863;0;0;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
5201237;1009898;2438259;3777619;4110322;1501;326647.5;7887941;0;7887941;18;8238124;1;3;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
3418049;1009898;2370923;533314;4407279;1501;56500;4940593;0;4940593;18;7188902;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1893271;313379;2378707;740835;3737933;1501;326647.5;4478768;0;4478768;5;7875635;7;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
2433906;92398;2061230;156819;2480092;1501;326647.5;2636911;0;2636911;10;7912559;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
1061184;557374;422520;320115;741069;1501;0;1061184;0;1061184;6;2581904;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
714199;539745;1382917;1106664;1589741;1501;326647.5;5062636;460772.5;5062636;13;6054904;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
8158540.75;2478552.625;449863;5277292.25;5865724.375;1501;326647.5;11533479.75;460772.5;11533479.75;91;842747;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
3526150;400000;3281143.25;781173;3176381;1501;280;3957554;0;3957554;21;8479527;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
7479968;682541;1017063;1597402;5865724.375;1501;0;8382197;0;8382197;9;6591501;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
2321277;1005356;1420432;2974629;5865724.375;1501;136736;10152639;0;10152639;16;6918824;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
5387764;602153;3160914;3383384;5865724.375;1501;39043;9738185;0;9738185;8;8067898;4;1;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
7714603;1808289;2018597;5277292.25;4091355;1501;0;10012826;187402;10012826;14;9064696;5;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE
2733908;193812;792870;33063;2941382;1501;241512;2974445;0;2974445;12;5811067;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2560432;1915010;955522;290172;3196398;1501;0;3801382;314812;3801382;5;6652244;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
1695369;2478552.625;104;337180;4494785;1501;22725;8541367;460772.5;8541367;14;149284;5;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
5111529;1603894;2047082;153091;5084122;1501;326647.5;5647813;410600;5647813;15;8293976;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
2383619;2085000;1035076;283100;3728401;1501;1148;4011501;0;4011501;12;8131108;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
3634700;665000;824693;50473;4084353;1501;36000;4134826;0;4134826;4;7224003;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2143277;853975;1668542;0;2582308;1501;326647.5;2920426;338118;2920426;16;7090583;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2090436;258629;1282390;364117;2176379;1501;56481;2540496;0;2540496;8;7340991;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2920755;79258;902085;311913;2994415;1501;1076;3306328;0;3306328;6;5862844;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1182459;100383;285904;232900;981095;1501;3002;1285273;71278;1285273;11;7791692;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
8158540.75;2000000;1918224;3359264;5865724.375;1501;108873;11533479.75;460772.5;11533479.75;11;6130386;6;1;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
5011720;2200301;1854896;3854954;3710320;1501;326647.5;7616036;50762;7616036;58;7117002;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
6737780;1163202;2481384;2748889;4678665;1501;326647.5;10287585;460772.5;10287585;17;6906897;9;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
7936754;1538647;2309603;4419341;4598369;1501;326647.5;9466512;448802;9466512;26;8382029;9;3;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE
7936754;1163202;2309603;4419341;4598369;1501;42843;9466512;448802;9466512;26;8382029;0;0;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
40391;2478552.625;1449547;2199583;0;1501;0;2436423;460772.5;2436423;16;3405787;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2168429;1053917;1601662;2321070;1194498;1501;5386;3520841;5273;3520841;80;4006464;3;2;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
5953010;2247440;1757759;1719183;5509095;1501;192828;7228278;0;7228278;10;4736083;7;3;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
5920572;761132;1354893;1843925;5813832;1501;326647.5;7657757;0;7657757;18;4346771;7;2;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
1487320;10000;611173;127976;1464264;1501;0;1592240;0;1592240;13;4384902;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
5281150;1500000;1629313;3439487;4569427;1501;326647.5;8008914;0;8008914;14;8274277;7;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
1844664;442300;689021;545415;1775831;1501;326647.5;2336532;15286;2336532;3;7487084;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
905952;557468;2975924;66894;1374671;1501;0;1441566;1;1441566;11;2957593;9;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2911285;1794967;943121;1036789;2471188;1501;326647.5;3507977;0;3507977;10;7278016;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2274127;829486;2266077;1543687;1970183;1501;326647.5;3513870;0;3513870;5;7421637;4;4;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE
1948464;829486;647366;644863;2015621;1501;0;2660484;0;2660484;12;3644567;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
7362735;1409950;693809;4848878;3175157;1501;12417;8024035;0;8024035;10;3281246;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1319679;206049;493532;644664;1016722;1501;0;1661386;0;1661386;10;2454612;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
1386310;438355;479756;11397;1556369;1501;97;1567766;0;1567766;6;2663042;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1465120;19595;544111;0;1625465;1501;0;1625465;0;1625465;7;5215438;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
3140550;601665;1736712;2381283;977028;1501;326647.5;3358311;0;3358311;27;7928385;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
4079664;601665;1665947;2985371;1248899;1501;4668;4234270;0;4234270;32;8165475;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
961679;746301;511464;15116;1200366;1501;162;1215482;0;1215482;9;3429899;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
577313;566228;1497728;4289201;1608601;1501;326647.5;5897802;0;5897802;18;8352813;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
158594;588383;363837;60427;899338;1501;101659;1388888;429123;1388888;4;3122679;1;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
3659839;98430;261939;4892347;1095356;1501;46851;5987703;0;5987703;4;818780;5;3;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
1108091;39097;822525;38027;2011776;1501;0;2049803;0;2049803;13;5744269;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
2474618;2478552.625;1536980;1048416;2748875;1501;326647.5;3797291;0;3797291;18;8048428;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2864591;1601334;821369;3865729;1895282;1501;599;5761011;0;5761011;13;4587956;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
