activo_corriente;capital_invertido;gastos_por_prestamos;deudas_corto_plazo;patrimonio_empresa;provincia;ganancia_operativa;total_activo;deudas_largo_plazo;total_pasivo_y_patrimonio;numero_empleados;ventas_netas;canal_principal;cantidad_canales_venta;publicidad;vende_por_catalogo;vende_con_comisionistas;vende_a_domicilio;vende_en_linea;vende_en_ferias;vende_en_maquinas_venta;vende_en_tienda;otros_medios_venta;vende_por_telefono;usa_ventas_comisionistas;uso_de_software;ventas_ventas_comisionistas;sobrevive_2años
2265183;558773;1198225;885987;1741585;1501;537736;2627572;0;2627572;3;6897787;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;0
10461332;140509;751558;107432;10745563;1501;0;10852995;0;10852995;10;6719716;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2820004;1032613;1423949;1591499;3141063;1501;364891;4732562;0;4732562;2;7648661;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;1
2820004;1032613;1423949;1591499;3141063;1501;2336;4732562;0;4732562;15;7648661;0;;1;;;;;;;;;;0;0;0;0
1097166;156232;449778;111493;1706921;1501;0;1819882;1468;1819882;7;3477521;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
2389350;1506118;2273541;179126;3675670;1501;164494;3900982;46186;3900982;20;8579451;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;1;;1
13328299;65648142;5754752;4481940;2582379;1501;2197625;13624281;6559962;13624281;14;5866731;ventas_catalogo;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0
4296161;1;694758;1385720;2913582;1501;0;4299302;0;4299302;5;7943611;ventas_mostrador;3;0;1;0;0;1;0;0;1;0;0;0;0;0;0
11205403;5250000;3692659;11008097;2174867;1501;-713392;13182964;0;13182964;66;6433188;ventas_otros;3;1;1;0;0;0;0;0;0;1;1;0;0;0;1
10357369;5250000;1764724;11959845;-578191;1501;209251;11381654;0;11381654;100;2467833;ventas_ecommerce;4;1;1;0;0;1;0;0;1;0;1;0;1;0;1
2104749;15247096;2519209;7700411;-11914503;1501;5496159;13788767;18002859;13788767;4;6577781;ventas_otros;1;1;0;0;0;0;0;0;0;1;0;0;0;;0
2258474;415512;810574;163883;96580;1501;-252724;2402163;2141700;2402163;8;7008439;ventas_domicilio;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0
1172294;372312;596638;1516328;-193870;1501;0;1322458;0;1322458;15;4631629;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
1785630;3284446;1031566;2181296;-386036;1501;9829;1795260;0;1795260;5;5136515;ventas_telefono;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
628616;88273;513111;580560;2897900;1501;71454;3483460;5000;3483460;7;8994210;ventas_otros;1;1;0;0;0;0;0;0;0;1;0;0;0;;1
1383354;20000;235392;1360529;616373;1501;0;1976902;0;1976902;3;3733303;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3380096;1636000;1239731;3961109;9436136;1501;221096;13622014;224769;13622014;12;7660563;ventas_telefono;2;1;0;0;0;0;0;0;0;0;1;1;1;;0
4156391;1518725;2499775;4698361;3427129;1501;30076;8608654;483164;8608654;65;7578596;ventas_comisionistas;2;1;0;1;0;0;0;0;1;0;0;0;1;0;0
1071559;500000;594478;32900;1403501;1501;0;1436401;0;1436401;8;7316883;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
643791;152557;643650;506313;712924;1501;0;1219237;0;1219237;9;4803986;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
5567682;2614116;2655167;9277848;-6502614;1501;34;8062891;5287657;8062891;14;3678545;ventas_mostrador;2;1;0;1;0;0;0;0;1;0;0;0;1;0;0
26178967;15377791;4307062;15595473;24615905;1501;1349065;40211378;0;40211378;18;8257904;ventas_mostrador;5;1;1;0;0;1;0;0;1;0;1;1;0;;1
11055590;15377791;1683596;2513385;18605660;1501;725948;21119045;0;21119045;2;3052155;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1045157;564700;994348;77605;1308504;1501;350480;1386109;0;1386109;4;6950131;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;;0
1511428;2200000;1843274;84813;3109264;1501;270436;3302988;108911;3302988;14;6916400;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;1
1121228;46822;276883;32819;1201149;1501;10;1233968;0;1233968;6;2205508;ventas_maquinas;2;0;0;0;0;0;0;1;1;0;0;0;1;0;0
2761376;1000000;1666198;1306170;2256098;1501;690976;3725000;162732;3725000;16;7996347;ventas_otros;1;1;0;0;0;0;0;0;0;1;0;0;0;;1
2397452;1000000;1179369;1019073;2264926;1501;69748;3283999;0;3283999;5;8028496;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
1842772;315631;1337853;2002662;1850448;1501;-173535;3853110;0;3853110;42;7732863;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1
1842772;1848200;1337853;2002662;1850448;1501;0;3853110;0;3853110;42;7732863;0;;1;;;;;;;;;;0;0;0;0
5201237;1009898;2438259;3777619;4110322;1501;928016;7887941;0;7887941;18;8238124;ventas_mostrador;3;0;1;0;0;0;0;0;1;0;1;0;0;;1
3418049;1009898;2370923;533314;4407279;1501;56500;4940593;0;4940593;18;7188902;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
1893271;313379;2378707;740835;3737933;1501;493929;4478768;0;4478768;5;7875635;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;0;;1
2433906;92398;2061230;156819;2480092;1501;645570;2636911;0;2636911;10;7912559;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;1
1061184;557374;422520;320115;741069;1501;0;1061184;0;1061184;6;2581904;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
714199;539745;1382917;1106664;1589741;1501;634353;5062636;2366231;5062636;13;6054904;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;0
22075747;15655219;449863;32456977;14633024;1501;941691;50060079;2970078;50060079;91;842747;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
3526150;400000;5970616;781173;3176381;1501;280;3957554;0;3957554;21;8479527;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
7479968;682541;1017063;1597402;6784795;1501;0;8382197;0;8382197;9;6591501;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
2321277;1005356;1420432;2974629;7178010;1501;136736;10152639;0;10152639;16;6918824;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
5387764;602153;3160914;3383384;6354801;1501;39043;9738185;0;9738185;8;8067898;ventas_comisionistas;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
7714603;1808289;2018597;5734069;4091355;1501;0;10012826;187402;10012826;14;9064696;ventas_telefono;2;1;0;0;0;0;0;0;1;0;1;0;1;0;0
2733908;193812;792870;33063;2941382;1501;241512;2974445;0;2974445;12;5811067;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2560432;1915010;955522;290172;3196398;1501;0;3801382;314812;3801382;5;6652244;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
1695369;2500000;104;337180;4494785;1501;22725;8541367;3709402;8541367;14;149284;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1
5111529;1603894;2047082;153091;5084122;1501;1315345;5647813;410600;5647813;15;8293976;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0
2383619;2085000;1035076;283100;3728401;1501;1148;4011501;0;4011501;12;8131108;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0
3634700;665000;824693;50473;4084353;1501;36000;4134826;0;4134826;4;7224003;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2143277;853975;1668542;0;2582308;1501;922291;2920426;338118;2920426;16;7090583;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;1
2090436;258629;1282390;364117;2176379;1501;56481;2540496;0;2540496;8;7340991;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
2920755;79258;902085;311913;2994415;1501;1076;3306328;0;3306328;6;5862844;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
1182459;100383;285904;232900;981095;1501;3002;1285273;71278;1285273;11;7791692;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
14812265;2000000;1918224;3359264;11404670;1501;108873;18869345;4105411;18869345;11;6130386;ventas_ecommerce;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0
5011720;2200301;1854896;3854954;3710320;1501;1802044;7616036;50762;7616036;58;7117002;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;;1
6737780;1163202;2481384;2748889;4678665;1501;565680;10287585;2860031;10287585;17;6906897;ventas_otros;1;1;0;0;0;0;0;0;0;1;0;0;0;;1
7936754;1538647;2309603;4419341;4598369;1501;439432;9466512;448802;9466512;26;8382029;ventas_otros;3;1;0;0;0;1;0;0;1;1;0;0;0;0;1
7936754;1163202;2309603;4419341;4598369;1501;42843;9466512;448802;9466512;26;8382029;0;;1;;;;;;;;;;0;0;0;0
40391;12094416;1449547;2199583;-30765054;1501;0;2436423;31001894;2436423;16;3405787;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2168429;1053917;1601662;2321070;1194498;1501;5386;3520841;5273;3520841;80;4006464;ventas_catalogo;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0
5953010;2247440;1757759;1719183;5509095;1501;192828;7228278;0;7228278;10;4736083;ventas_maquinas;3;1;0;0;0;0;1;1;0;0;0;1;1;;1
5920572;761132;1354893;1843925;5813832;1501;505627;7657757;0;7657757;18;4346771;ventas_maquinas;2;1;0;0;0;0;1;1;0;0;0;0;1;0;0
1487320;10000;611173;127976;1464264;1501;0;1592240;0;1592240;13;4384902;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
5281150;1500000;1629313;3439487;4569427;1501;674352;8008914;0;8008914;14;8274277;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;0;;1
1844664;442300;689021;545415;1775831;1501;487755;2336532;15286;2336532;3;7487084;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;;1
905952;557468;2975924;66894;1374671;1501;0;1441566;1;1441566;11;2957593;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2911285;1794967;943121;1036789;2471188;1501;348412;3507977;0;3507977;10;7278016;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2274127;829486;2266077;1543687;1970183;1501;405418;3513870;0;3513870;5;7421637;ventas_comisionistas;4;1;1;0;0;0;0;0;1;0;1;1;1;;1
1948464;829486;647366;644863;2015621;1501;0;2660484;0;2660484;12;3644567;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
7362735;1409950;693809;4848878;3175157;1501;12417;8024035;0;8024035;10;3281246;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
1319679;206049;493532;644664;1016722;1501;0;1661386;0;1661386;10;2454612;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
1386310;438355;479756;11397;1556369;1501;97;1567766;0;1567766;6;2663042;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1465120;19595;544111;0;1625465;1501;0;1625465;0;1625465;7;5215438;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3140550;601665;1736712;2381283;977028;1501;497848;3358311;0;3358311;27;7928385;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
4079664;601665;1665947;2985371;1248899;1501;4668;4234270;0;4234270;32;8165475;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
961679;746301;511464;15116;1200366;1501;162;1215482;0;1215482;9;3429899;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
577313;566228;1497728;4289201;1608601;1501;780152;5897802;0;5897802;18;8352813;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;1
158594;588383;363837;60427;899338;1501;101659;1388888;429123;1388888;4;3122679;ventas_mostrador;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0
3659839;98430;261939;4892347;1095356;1501;46851;5987703;0;5987703;4;818780;ventas_telefono;3;1;0;0;0;0;1;0;1;0;1;0;0;0;0
1108091;39097;822525;38027;2011776;1501;0;2049803;0;2049803;13;5744269;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
2474618;8613345;1536980;1048416;2748875;1501;601399;3797291;0;3797291;18;8048428;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
2864591;1601334;821369;3865729;1895282;1501;599;5761011;0;5761011;13;4587956;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
4413251;1363938;2214865;1067369;3734646;1501;22158;4802015;0;4802015;15;7455493;ventas_telefono;2;1;0;0;0;0;0;0;1;0;1;0;1;0;0
5820114;1000000;3764018;6414518;1325450;1501;993753;7739968;0;7739968;47;7983693;ventas_otros;3;1;1;0;0;0;0;0;0;1;1;0;1;;1
5820114;1000000;3764018;6414518;1325450;1501;4648;7739968;0;7739968;47;7983693;0;;1;;;;;;;;;;0;1;0;0
3055486;544;326795;1659014;1426659;1501;0;3085673;0;3085673;4;2244549;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3315487;900000;5325590;2708594;1296256;1501;538559;4554426;549576;4554426;16;7638527;ventas_telefono;4;1;1;0;0;1;0;0;1;0;1;0;0;;0
1838209;200016;1562624;999043;557652;1501;390766;2140808;584113;2140808;17;6696635;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;0
7035266;4780720;2114494;4489650;4322017;1501;152502;8811667;0;8811667;24;6814272;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
5412619;2779999;2243689;10906595;-2382541;1501;67991;8657618;133564;8657618;39;5199606;ventas_comisionistas;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0
4319658;270000;3541685;1082201;3271177;1501;0;4353378;0;4353378;7;3510210;ventas_mostrador;2;1;0;0;0;0;0;0;1;0;1;0;1;0;0
4503506;150000;1063599;1328258;3636918;1501;662311;4965176;0;4965176;10;7612500;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3947615;497000;164325;3393461;2651987;1501;315466;6045448;0;6045448;17;7975997;ventas_mostrador;2;1;0;0;0;0;1;0;1;0;0;0;1;0;0
3715244;717400;1170754;1086181;3007321;1501;419624;4093502;0;4093502;14;7062243;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
3715244;400000;1170754;1086181;3007321;1501;0;4093502;0;4093502;14;7062243;0;;1;;;;;;;;;;0;0;0;0
518447;2005860;1123584;400117;1233134;1501;431947;1688216;54965;1688216;14;7197733;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1
2079829;107474;1239093;1497909;2140431;1501;539089;3638340;0;3638340;6;7818253;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;1
506741;1070474;371558;611588;-1193977;1501;0;866242;1448631;866242;11;5306269;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18046132;3792424;3218389;3228684;6306927;1501;2164451;23186414;13650803;23186414;8;8893953;ventas_mostrador;2;1;0;0;1;0;0;0;1;0;0;0;1;;1
18046132;3792424;3218389;3228684;6306927;1501;402869;23186414;13650803;23186414;45;8893953;0;;1;;;;;;;;;;0;1;0;0
1694264;551504;828134;112363;1958028;1501;383452;2070391;0;2070391;6;6704115;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;1;;0
4219778;705176;1545797;2629442;1684092;1501;-289240;5578990;1265456;5578990;12;8598006;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;1;;1
4219778;705176;1545797;2629442;1684092;1501;190443;5578990;1265456;5578990;82;8598006;0;;1;;;;;;;;;;0;1;0;0
598764;2285067;1007575;508767;2752175;1501;0;3260942;0;3260942;5;5121143;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
440843;250743;1681558;426866;421169;1501;305095;848035;0;848035;12;8709064;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;1
315927;280000;1436016;435153;231726;1501;36171;666879;0;666879;12;7613595;ventas_mostrador;2;1;0;1;0;0;0;0;1;0;0;0;0;0;1
549347;250743;1339815;301431;377931;1501;196;679362;0;679362;11;8543028;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2189840;236961;573776;454395;2188099;1501;0;2642494;0;2642494;6;2424613;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
836874;515196;776301;203099;1557732;1501;2000;1869556;108725;1869556;10;7769547;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1
3403822;18456705;1202344;1739998;2426149;1501;613012;4166147;0;4166147;13;6853189;ventas_catalogo;3;1;1;0;0;0;0;0;1;0;1;0;0;0;0
5690706;1112104;864970;0;1692862;1502;38507;5799676;4106814;5799676;14;7979041;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
1630244;11654;1863294;200217;2150917;1501;482367;2351134;0;2351134;16;7823329;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;1
1542862;1201000;1703155;159197;2017257;1501;372282;2176454;0;2176454;18;8402921;ventas_mostrador;2;1;0;1;0;0;0;0;1;0;0;0;0;0;1
1313455;11654;667040;0;1313455;1501;0;1313455;0;1313455;8;2402779;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1032833;1095046;735464;513793;1892625;1501;6760;2406418;0;2406418;7;2768365;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
7457054;1000000;3001326;2536779;8366397;1501;135810;10903176;0;10903176;14;8146269;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
2665878;635100;880084;2936672;2162091;1501;45519;5098763;0;5098763;10;7584019;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2240882;700330;930114;1362571;916372;1501;13021;2278943;0;2278943;12;4459715;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
1427901;127700;930087;145737;1340426;1501;459178;1486163;0;1486163;3;6882335;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;0
5103839;1003169;2404177;4630231;2448306;1501;733859;7653630;575093;7653630;16;6076397;ventas_comisionistas;3;1;1;1;0;0;1;0;0;0;0;0;0;0;1
3809960;1003169;2727805;2869550;3349016;1501;10376;6316467;97901;6316467;21;7069990;ventas_comisionistas;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
14796477;3239655;3343032;2068145;13943756;1501;-3531123;16011901;0;16011901;29;8940306;ventas_ecommerce;5;1;0;1;1;1;1;0;0;0;1;0;0;0;0
11473822;285000;2153224;9587248;3621800;1501;752870;13209048;0;13209048;6;7445267;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;0
12443410;574614;2017285;4153493;8445657;1501;2690;12599150;0;12599150;14;6743440;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
4827757;0;149864;3740928;1650743;1501;370666;5391671;0;5391671;6;149864;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;;0
3450885;690380;485100;224743;3393457;1501;21159;3645033;26833;3645033;9;4239144;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
136042;580541;332206;99900;1050740;1501;0;1150640;0;1150640;5;2260120;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2476804;1173415;848918;888759;2495408;1501;25915;3384167;0;3384167;4;6053759;ventas_mostrador;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0
3087321;800000;1945903;2997952;2062453;1501;24309;5060405;0;5060405;22;6943098;ventas_domicilio;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0
1858624;1220000;683420;1199538;3514858;1501;0;4714396;0;4714396;13;9017709;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
7209373;8357658;1362941;2038400;10895080;1501;0;12933480;0;12933480;13;3211348;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3307032;6608320;6859204;3032260;7683172;1501;1059660;13342558;2627126;13342558;31;7487194;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;0;;0
6705459;1921763;4632737;2295059;5610805;1501;685141;13059239;5153375;13059239;1;7966819;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1
6968391;2921763;318052;4582685;7582322;1501;217015;12917790;752783;12917790;39;4494062;ventas_comisionistas;2;1;0;1;0;0;0;0;0;0;1;0;0;0;1
7693348;1666526;296600;8656605;2253951;1501;1292001;10910556;0;10910556;15;1430583;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;1;;1
4940487;80000;257908;5564614;3503082;1501;1258191;9067696;0;9067696;16;1278484;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1
6283621;3001526;2263088;6720690;3102475;1501;176098;10847297;1024132;10847297;9;5976248;ventas_telefono;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0
2444831;254981;683433;341512;2755232;1501;0;3096744;0;3096744;8;4529222;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
3180392;2200000;1073521;0;2406493;1501;28111;3758177;1351684;3758177;24;6943211;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
2918281;1121311;103059;1065584;1666580;1501;265071;3808173;1076009;3808173;11;7609560;ventas_mostrador;2;1;0;0;1;0;0;0;1;0;0;0;0;;0
3258715;20000;1225916;575976;2774610;1501;5390;3350586;0;3350586;14;2721903;ventas_mostrador;2;1;1;0;0;0;0;0;1;0;0;0;1;0;0
431853;1265837;1003159;703437;1677191;1501;0;2380628;0;2380628;24;3039564;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
1060042;84000;2313801;164781;1182687;1501;1119438;1347468;0;1347468;7;9060891;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;1;;1
4233256;1500000;1343435;0;3380611;1501;567479;5102815;1722204;5102815;11;7258111;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
5036195;107828;597029;654357;4777399;1501;171;5431756;0;5431756;7;8147763;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
2351927;1454211;466181;4054541;2330392;1501;189098;6384933;0;6384933;2;5829117;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
350682;326439;212728;61537;375194;1501;7243;733194;296463;733194;5;2211995;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3711439;555000;637017;2119642;2025729;1501;0;4145371;0;4145371;6;8145605;ventas_mostrador;3;0;0;0;1;0;0;0;1;0;1;0;0;0;0
8950600;50000;555077;2692061;6258539;1501;0;8950600;0;8950600;4;4884070;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2241855;90000;845669;909830;1429217;1501;325769;2339047;0;2339047;16;8909659;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
708852;251671;1409576;0;1021258;1501;552142;1023662;2404;1023662;12;8845993;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;1
939941;2001400;1365600;1327161;4658527;1501;469064;5985688;0;5985688;19;8193525;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;1
568680;871350;1420152;1054367;4925111;1501;450132;5979478;0;5979478;19;8807886;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1
1057916;178000;666900;619710;448725;1501;0;1068435;0;1068435;5;5334293;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2845543;702061;1520800;1291660;1991585;1501;0;3283245;0;3283245;4;5556344;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
969995;253888;1789646;310688;646625;1501;460550;969995;12682;969995;23;8461246;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
3820199;277718;1930944;1895802;3433366;1501;0;5329168;0;5329168;15;6758305;ventas_catalogo;3;0;1;0;0;0;0;0;1;0;1;0;0;0;1
786672;606943;105469;849417;596518;1501;0;1445935;0;1445935;29;2184309;ventas_mostrador;3;1;0;0;0;0;1;0;1;0;1;0;0;0;0
3336800;529300;1639372;689815;2767992;1501;85040;3457807;0;3457807;15;7995590;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
2524078;734110;1009649;928847;1705210;1501;19765;2634057;0;2634057;15;4915213;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
490008;30022;1411552;0;2341826;1501;551401;2909970;568144;2909970;11;7314506;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
724330;804550;-117417;712284;1093693;1501;0;1805977;0;1805977;2;3861904;ventas_mostrador;3;0;0;0;1;0;0;0;1;0;1;0;0;0;0
610730;410000;693144;367978;1082284;1501;274533;1450262;0;1450262;5;8361631;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;;1
615283;1000;860916;95827;1323201;1501;342235;1419028;0;1419028;8;8001402;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
1319294;410000;1307022;0;1620513;1501;3;1620513;0;1620513;8;7770955;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
1181374;21219;1042275;50301;1984540;1501;91915;2180121;145280;2180121;5;8619388;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
2285236;16475;1325462;1866430;1790201;1501;1421;3656631;0;3656631;15;5628666;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
2186330;327000;503529;626874;2462395;1501;-304468;3089269;0;3089269;6;7531949;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
1557100;835870;364803;5571;1647798;1501;138570;1759371;106002;1759371;11;7390512;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;1
1557100;835870;364803;5571;1647798;1501;21900;1759371;106002;1759371;11;7390512;0;;1;;;;;;;;;;0;0;0;0
4550145;1500000;1420410;732355;4184491;1501;0;4976088;59242;4976088;29;5428014;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
1859289;1678592;94185;772546;4518158;1501;1439;5300094;9390;5300094;9;8102782;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
3872870;806527;4615373;2194127;1805466;1501;73208;3999593;0;3999593;12;7706690;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
317929;650000;363300;16142;723946;1501;3130;3954029;3213941;3954029;3;7240862;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;1
11667975;1453541;1677009;5130647;2103570;1501;97050;13748307;6514090;13748307;28;7128280;ventas_otros;1;1;0;0;0;0;0;0;0;1;0;0;1;;0
5178554;19516784;374819;13468284;-7215436;1501;2157858;6252848;0;6252848;11;1014880;ventas_catalogo;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
